tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,pitch,note,velocity
14460,note_on,,,,,60,0,2,,,,,1,,,,59,0
14460,note_on,,,,,0,0,2,,,,,1,,,,55,100
14490,note_on,,,,,0,0,1,,,,,0,,,,71,100
14490,note_on,,,,,60,0,1,,,,,0,,,,74,0
14520,note_on,,,,,60,0,2,,,,,1,,,,55,0
14520,note_on,,,,,0,0,2,,,,,1,,,,57,100
14550,note_on,,,,,60,0,1,,,,,0,,,,71,0
14550,note_on,,,,,0,0,1,,,,,0,,,,72,100
14580,note_on,,,,,0,0,2,,,,,1,,,,54,100
14580,note_on,,,,,60,0,2,,,,,1,,,,57,0
14610,note_on,,,,,0,0,1,,,,,0,,,,69,100
14610,note_on,,,,,60,0,1,,,,,0,,,,72,0
14640,note_on,,,,,0,0,2,,,,,1,,,,55,100
14640,note_on,,,,,60,0,2,,,,,1,,,,54,0
14670,note_on,,,,,0,0,1,,,,,0,,,,71,100
14670,note_on,,,,,60,0,1,,,,,0,,,,69,0
14700,note_on,,,,,60,0,2,,,,,1,,,,55,0
14700,note_on,,,,,0,0,2,,,,,1,,,,52,100
14730,note_on,,,,,0,0,1,,,,,0,,,,67,100
14730,note_on,,,,,60,0,1,,,,,0,,,,71,0
14760,note_on,,,,,60,0,2,,,,,1,,,,52,0
14760,note_on,,,,,0,0,2,,,,,1,,,,54,100
14790,note_on,,,,,60,0,1,,,,,0,,,,67,0
14790,note_on,,,,,0,0,1,,,,,0,,,,69,100
14820,note_on,,,,,0,0,2,,,,,1,,,,50,100
14820,note_on,,,,,60,0,2,,,,,1,,,,54,0
14850,note_on,,,,,60,0,1,,,,,0,,,,69,0
14850,note_on,,,,,0,0,1,,,,,0,,,,66,100
14880,note_on,,,,,0,0,2,,,,,1,,,,52,100
14880,note_on,,,,,60,0,2,,,,,1,,,,50,0
14880,note_on,,,,,30,0,1,,,,,0,,,,66,0
14880,note_on,,,,,0,0,1,,,,,0,,,,67,100
14910,note_on,,,,,0,0,1,,,,,0,,,,69,100
14910,note_on,,,,,30,0,1,,,,,0,,,,67,0
14940,note_on,,,,,0,0,2,,,,,1,,,,48,100
14940,note_on,,,,,60,0,2,,,,,1,,,,52,0
14940,note_on,,,,,30,0,1,,,,,0,,,,69,0
14940,note_on,,,,,0,0,1,,,,,0,,,,67,100
14970,note_on,,,,,0,0,1,,,,,0,,,,69,100
14970,note_on,,,,,30,0,1,,,,,0,,,,67,0
15000,note_on,,,,,60,0,2,,,,,1,,,,48,0
15000,note_on,,,,,0,0,2,,,,,1,,,,50,100
15000,note_on,,,,,0,0,1,,,,,0,,,,67,100
15000,note_on,,,,,30,0,1,,,,,0,,,,69,0
15015,note_on,,,,,0,0,1,,,,,0,,,,69,100
15015,note_on,,,,,15,0,1,,,,,0,,,,67,0
15030,note_on,,,,,0,0,1,,,,,0,,,,67,100
15030,note_on,,,,,15,0,1,,,,,0,,,,69,0
15045,note_on,,,,,15,0,1,,,,,0,,,,67,0
15045,note_on,,,,,0,0,1,,,,,0,,,,69,100
15060,note_on,,,,,15,0,1,,,,,0,,,,69,0
15060,note_on,,,,,0,0,1,,,,,0,,,,67,100
15060,note_on,,,,,60,0,2,,,,,1,,,,50,0
15060,note_on,,,,,0,0,2,,,,,1,,,,38,100
15075,note_on,,,,,15,0,1,,,,,0,,,,67,0
15075,note_on,,,,,0,0,1,,,,,0,,,,69,100
15090,note_on,,,,,15,0,1,,,,,0,,,,69,0
15090,note_on,,,,,0,0,1,,,,,0,,,,67,100
15105,note_on,,,,,0,0,1,,,,,0,,,,69,100
15105,note_on,,,,,15,0,1,,,,,0,,,,67,0
15120,note_on,,,,,15,0,1,,,,,0,,,,69,0
15120,note_on,,,,,60,0,2,,,,,1,,,,38,0
15120,note_on,,,,,0,0,2,,,,,1,,,,55,100
15123,note_on,,,,,3,0,1,,,,,0,,,,67,110
15150,note_on,,,,,27,0,1,,,,,0,,,,71,100
15153,note_on,,,,,3,0,1,,,,,0,,,,67,0
15180,note_on,,,,,27,0,1,,,,,0,,,,71,0
15180,note_on,,,,,0,0,1,,,,,0,,,,74,100
15180,note_on,,,,,60,0,2,,,,,1,,,,55,0
15180,note_on,,,,,0,0,2,,,,,1,,,,50,100
15210,note_on,,,,,30,0,1,,,,,0,,,,74,0
15210,note_on,,,,,0,0,1,,,,,0,,,,71,100
15240,note_on,,,,,60,0,2,,,,,1,,,,50,0
15240,note_on,,,,,0,0,2,,,,,1,,,,43,100
15240,note_on,,,,,30,0,1,,,,,0,,,,71,0
15240,note_on,,,,,0,0,1,,,,,0,,,,67,100
15270,note_on,,,,,0,0,1,,,,,0,,,,62,100
15270,note_on,,,,,30,0,1,,,,,0,,,,67,0
15300,note_on,,,,,60,0,2,,,,,1,,,,43,0
15300,note_on,,,,,0,0,2,,,,,1,,,,55,100
15300,note_on,,,,,0,0,1,,,,,0,,,,59,100
15300,note_on,,,,,30,0,1,,,,,0,,,,62,0
15330,note_on,,,,,30,0,2,,,,,1,,,,55,0
15330,note_on,,,,,0,0,1,,,,,0,,,,62,100
15330,note_on,,,,,30,0,1,,,,,0,,,,59,0
15360,note_on,,,,,30,0,1,,,,,0,,,,62,0
15360,note_on,,,,,0,0,1,,,,,0,,,,62,100
15360,note_on,,,,,0,0,1,,,,,0,,,,59,100
15360,note_on,,,,,30,0,2,,,,,1,,,,55,100
15360,note_on,,,,,0,0,1,,,,,0,,,,67,100
15480,note_on,,,,,120,0,2,,,,,1,,,,50,100
15600,note_on,,,,,0,0,2,,,,,1,,,,43,100
15600,note_on,,,,,120,0,2,,,,,1,,,,50,0
15720,note_on,,,,,0,0,1,,,,,0,,,,62,0
15720,note_on,,,,,360,0,1,,,,,0,,,,67,0
15720,end_of_track,,,,,0,1,1,,,,,,,,,,
15720,note_on,,,,,0,0,2,,,,,1,,,,55,0
15720,note_on,,,,,120,0,2,,,,,1,,,,43,0
15720,end_of_track,,,,,0,1,2,,,,,,,,,,
15720,note_on,,,,,0,0,1,,,,,0,,,,59,0
