tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,note,velocity,key
136608,note_on,,,,,32,0,7,,,,,0,,77,100,
136672,note_off,,,,,64,0,8,,,,,1,,74,100,
136672,note_off,,,,,64,0,7,,,,,0,,77,100,
136704,note_on,,,,,32,0,8,,,,,1,,74,100,
136704,note_on,,,,,128,0,9,,,,,2,,62,60,
136704,note_on,,,,,32,0,7,,,,,0,,77,100,
136704,note_on,,,,,128,0,10,,,,,3,,62,60,
136768,note_off,,,,,64,0,7,,,,,0,,77,100,
136768,note_off,,,,,64,0,8,,,,,1,,74,100,
136800,note_on,,,,,32,0,7,,,,,0,,74,100,
136800,note_on,,,,,32,0,8,,,,,1,,69,100,
136864,note_off,,,,,64,0,8,,,,,1,,69,100,
136864,note_off,,,,,64,0,7,,,,,0,,74,100,
136896,note_on,,,,,32,0,8,,,,,1,,69,100,
136896,note_on,,,,,32,0,7,,,,,0,,74,100,
136960,note_off,,,,,256,0,9,,,,,2,,62,100,
136960,note_off,,,,,64,0,8,,,,,1,,69,100,
136960,note_off,,,,,64,0,7,,,,,0,,74,100,
136960,note_off,,,,,256,0,10,,,,,3,,62,100,
136992,note_on,,,,,32,0,7,,,,,0,,77,100,
136992,note_on,,,,,32,0,8,,,,,1,,74,100,
137056,note_off,,,,,64,0,8,,,,,1,,74,100,
137056,note_off,,,,,64,0,7,,,,,0,,77,100,
137088,note_on,,,,,32,0,8,,,,,1,,71,100,
137088,note_on,,,,,128,0,10,,,,,3,,67,60,
137088,note_on,,,,,32,0,7,,,,,0,,74,100,
137088,note_on,,,,,128,0,9,,,,,2,,67,60,
137152,note_off,,,,,64,0,8,,,,,1,,71,100,
137152,note_off,,,,,64,0,7,,,,,0,,74,100,
137184,note_on,,,,,32,0,8,,,,,1,,67,100,
137184,note_on,,,,,32,0,7,,,,,0,,71,100,
137248,note_off,,,,,64,0,8,,,,,1,,67,100,
137248,note_off,,,,,64,0,7,,,,,0,,71,100,
137280,note_on,,,,,32,0,8,,,,,1,,67,100,
137280,note_on,,,,,32,0,7,,,,,0,,71,100,
137344,note_off,,,,,64,0,8,,,,,1,,67,100,
137344,note_off,,,,,256,0,9,,,,,2,,67,100,
137344,note_off,,,,,64,0,7,,,,,0,,71,100,
137344,note_off,,,,,256,0,10,,,,,3,,67,100,
137376,note_on,,,,,32,0,7,,,,,0,,74,100,
137376,note_on,,,,,32,0,8,,,,,1,,71,100,
137440,note_off,,,,,64,0,7,,,,,0,,74,100,
137440,note_off,,,,,64,0,8,,,,,1,,71,100,
137472,note_on,,,,,128,0,9,,,,,2,,67,60,
137472,note_on,,,,,32,0,7,,,,,0,,74,100,
137472,note_on,,,,,32,0,8,,,,,1,,71,100,
137472,note_on,,,,,128,0,10,,,,,3,,67,60,
137536,note_off,,,,,64,0,8,,,,,1,,71,100,
137536,note_off,,,,,64,0,7,,,,,0,,74,100,
137568,note_on,,,,,32,0,8,,,,,1,,67,100,
137568,note_on,,,,,32,0,7,,,,,0,,71,100,
137632,note_off,,,,,64,0,7,,,,,0,,71,100,
137632,note_off,,,,,64,0,8,,,,,1,,67,100,
137664,note_on,,,,,32,0,8,,,,,1,,67,100,
137664,note_on,,,,,32,0,7,,,,,0,,71,100,
137728,note_off,,,,,256,0,10,,,,,3,,67,100,
137728,note_off,,,,,256,0,9,,,,,2,,67,100,
137728,note_off,,,,,64,0,7,,,,,0,,71,100,
137728,note_off,,,,,64,0,8,,,,,1,,67,100,
137760,note_on,,,,,32,0,7,,,,,0,,74,100,
137760,note_on,,,,,32,0,8,,,,,1,,71,100,
137824,note_off,,,,,64,0,7,,,,,0,,74,100,
137824,note_off,,,,,64,0,8,,,,,1,,71,100,
137856,note_on,,,,,128,0,10,,,,,3,,67,60,
137856,note_on,,,,,32,0,7,,,,,0,,74,100,
137856,note_on,,,,,32,0,8,,,,,1,,71,100,
137856,note_on,,,,,128,0,9,,,,,2,,67,60,
137920,note_off,,,,,64,0,7,,,,,0,,74,100,
137920,note_off,,,,,64,0,8,,,,,1,,71,100,
137952,note_on,,,,,32,0,8,,,,,1,,67,100,
137952,note_on,,,,,32,0,7,,,,,0,,71,100,
138016,note_off,,,,,64,0,8,,,,,1,,67,100,
138016,note_off,,,,,64,0,7,,,,,0,,71,100,
138048,note_on,,,,,32,0,7,,,,,0,,71,100,
138048,note_on,,,,,32,0,8,,,,,1,,67,100,
138112,note_off,,,,,64,0,8,,,,,1,,67,100,
138112,note_off,,,,,256,0,9,,,,,2,,67,100,
138112,note_off,,,,,64,0,7,,,,,0,,71,100,
138112,note_off,,,,,256,0,10,,,,,3,,67,100,
138144,note_on,,,,,32,0,7,,,,,0,,74,100,
138144,note_on,,,,,32,0,8,,,,,1,,71,100,
138208,note_off,,,,,64,0,8,,,,,1,,71,100,
138208,note_off,,,,,64,0,7,,,,,0,,74,100,
138240,note_on,,,,,128,0,10,,,,,3,,60,60,
138240,note_on,,,,,32,0,7,,,,,0,,76,100,
138240,note_on,,,,,32,0,8,,,,,1,,72,100,
138240,note_on,,,,,128,0,9,,,,,2,,60,60,
138304,note_off,,,,,64,0,7,,,,,0,,76,100,
138304,note_off,,,,,64,0,8,,,,,1,,72,100,
138336,note_on,,,,,32,0,8,,,,,1,,67,100,
138336,note_on,,,,,32,0,7,,,,,0,,72,100,
138400,note_off,,,,,64,0,8,,,,,1,,67,100,
138400,note_off,,,,,64,0,7,,,,,0,,72,100,
138432,note_on,,,,,32,0,8,,,,,1,,67,100,
138432,note_on,,,,,32,0,7,,,,,0,,72,100,
138496,note_off,,,,,256,0,10,,,,,3,,60,100,
138496,note_off,,,,,64,0,8,,,,,1,,67,100,
138496,note_off,,,,,64,0,7,,,,,0,,72,100,
138496,note_off,,,,,256,0,9,,,,,2,,60,100,
138528,note_on,,,,,32,0,7,,,,,0,,76,100,
138528,note_on,,,,,32,0,8,,,,,1,,72,100,
138592,note_off,,,,,64,0,7,,,,,0,,76,100,
138592,note_off,,,,,64,0,8,,,,,1,,72,100,
138624,note_on,,,,,32,0,8,,,,,1,,72,100,
138624,note_on,,,,,128,0,9,,,,,2,,60,60,
138624,note_on,,,,,128,0,10,,,,,3,,60,60,
138624,note_on,,,,,32,0,7,,,,,0,,76,100,
138688,note_off,,,,,64,0,7,,,,,0,,76,100,
138688,note_off,,,,,64,0,8,,,,,1,,72,100,
138720,note_on,,,,,32,0,7,,,,,0,,72,100,
138720,note_on,,,,,32,0,8,,,,,1,,67,100,
138784,note_off,,,,,64,0,7,,,,,0,,72,100,
138784,note_off,,,,,64,0,8,,,,,1,,67,100,
138816,note_on,,,,,32,0,7,,,,,0,,72,100,
138816,note_on,,,,,32,0,8,,,,,1,,67,100,
138880,note_off,,,,,256,0,9,,,,,2,,60,100,
138880,note_off,,,,,256,0,10,,,,,3,,60,100,
138880,note_off,,,,,64,0,7,,,,,0,,72,100,
138880,note_off,,,,,64,0,8,,,,,1,,67,100,
138912,note_on,,,,,32,0,7,,,,,0,,76,100,
138912,note_on,,,,,32,0,8,,,,,1,,72,100,
138976,note_off,,,,,64,0,7,,,,,0,,76,100,
138976,note_off,,,,,64,0,8,,,,,1,,72,100,
139008,note_on,,,,,32,0,8,,,,,1,,72,100,
139008,note_on,,,,,32,0,7,,,,,0,,76,100,
139008,note_on,,,,,128,0,10,,,,,3,,60,60,
139008,note_on,,,,,128,0,9,,,,,2,,60,60,
139072,note_off,,,,,64,0,8,,,,,1,,72,100,
139072,note_off,,,,,64,0,7,,,,,0,,76,100,
139104,note_on,,,,,32,0,8,,,,,1,,67,100,
139104,note_on,,,,,32,0,7,,,,,0,,72,100,
139168,note_off,,,,,64,0,8,,,,,1,,67,100,
139168,note_off,,,,,64,0,7,,,,,0,,72,100,
139200,note_on,,,,,32,0,7,,,,,0,,72,100,
139200,note_on,,,,,32,0,8,,,,,1,,67,100,
139264,note_off,,,,,256,0,10,,,,,3,,60,100,
139264,note_off,,,,,256,0,9,,,,,2,,60,100,
139264,note_off,,,,,64,0,7,,,,,0,,72,100,
139264,note_off,,,,,64,0,8,,,,,1,,67,100,
139296,note_on,,,,,32,0,7,,,,,0,,76,100,
139296,note_on,,,,,32,0,8,,,,,1,,72,100,
139360,note_off,,,,,64,0,7,,,,,0,,76,100,
139360,note_off,,,,,64,0,8,,,,,1,,72,100,
139392,note_on,,,,,128,0,9,,,,,2,,65,60,
139392,note_on,,,,,128,0,10,,,,,3,,65,60,
139392,note_on,,,,,32,0,8,,,,,1,,69,100,
139392,note_on,,,,,32,0,7,,,,,0,,72,100,
139456,note_off,,,,,64,0,8,,,,,1,,69,100,
139456,note_off,,,,,64,0,7,,,,,0,,72,100,
139488,note_on,,,,,32,0,7,,,,,0,,69,100,
139488,note_on,,,,,32,0,8,,,,,1,,65,100,
139552,note_off,,,,,64,0,7,,,,,0,,69,100,
139552,note_off,,,,,64,0,8,,,,,1,,65,100,
139584,note_on,,,,,32,0,8,,,,,1,,65,100,
139584,note_on,,,,,32,0,7,,,,,0,,69,100,
139648,note_off,,,,,64,0,7,,,,,0,,69,100,
139648,note_off,,,,,256,0,10,,,,,3,,65,100,
139648,note_off,,,,,64,0,8,,,,,1,,65,100,
139648,note_off,,,,,256,0,9,,,,,2,,65,100,
139680,note_on,,,,,32,0,7,,,,,0,,72,100,
139680,note_on,,,,,32,0,8,,,,,1,,69,100,
139744,note_off,,,,,64,0,7,,,,,0,,72,100,
139744,note_off,,,,,64,0,8,,,,,1,,69,100,
139776,note_on,,,,,32,0,7,,,,,0,,72,100,
139776,note_on,,,,,128,0,9,,,,,2,,65,60,
139776,note_on,,,,,128,0,10,,,,,3,,65,60,
139776,note_on,,,,,32,0,8,,,,,1,,69,100,
139840,note_off,,,,,64,0,8,,,,,1,,69,100,
139840,note_off,,,,,64,0,7,,,,,0,,72,100,
139872,note_on,,,,,32,0,8,,,,,1,,65,100,
139872,note_on,,,,,32,0,7,,,,,0,,69,100,
139936,note_off,,,,,64,0,7,,,,,0,,69,100,
139936,note_off,,,,,64,0,8,,,,,1,,65,100,
139968,note_on,,,,,32,0,8,,,,,1,,65,100,
139968,note_on,,,,,32,0,7,,,,,0,,69,100,
140032,note_off,,,,,64,0,7,,,,,0,,69,100,
140032,note_off,,,,,64,0,8,,,,,1,,65,100,
140032,note_off,,,,,256,0,10,,,,,3,,65,100,
140032,note_off,,,,,256,0,9,,,,,2,,65,100,
140064,note_on,,,,,32,0,7,,,,,0,,72,100,
140064,note_on,,,,,32,0,8,,,,,1,,69,100,
140128,note_off,,,,,64,0,8,,,,,1,,69,100,
140128,note_off,,,,,64,0,7,,,,,0,,72,100,
140160,note_on,,,,,128,0,9,,,,,2,,65,60,
140160,note_on,,,,,128,0,10,,,,,3,,65,60,
140160,note_on,,,,,32,0,8,,,,,1,,69,100,
140160,note_on,,,,,32,0,7,,,,,0,,72,100,
140224,note_off,,,,,64,0,8,,,,,1,,69,100,
140224,note_off,,,,,64,0,7,,,,,0,,72,100,
140256,note_on,,,,,32,0,7,,,,,0,,69,100,
140256,note_on,,,,,32,0,8,,,,,1,,65,100,
140320,note_off,,,,,64,0,7,,,,,0,,69,100,
140320,note_off,,,,,64,0,8,,,,,1,,65,100,
140352,note_on,,,,,32,0,7,,,,,0,,69,100,
140352,note_on,,,,,32,0,8,,,,,1,,65,100,
140416,note_off,,,,,64,0,8,,,,,1,,65,100,
140416,note_off,,,,,256,0,9,,,,,2,,65,100,
140416,note_off,,,,,256,0,10,,,,,3,,65,100,
140416,note_off,,,,,64,0,7,,,,,0,,69,100,
140448,note_on,,,,,32,0,8,,,,,1,,69,100,
140448,note_on,,,,,32,0,7,,,,,0,,72,100,
140512,note_off,,,,,64,0,7,,,,,0,,72,100,
140512,note_off,,,,,64,0,8,,,,,1,,69,100,
140544,note_on,,,,,32,0,7,,,,,0,,74,100,
140544,note_on,,,,,128,0,10,,,,,3,,59,60,
140544,note_on,,,,,128,0,9,,,,,2,,59,60,
140544,note_on,,,,,32,0,8,,,,,1,,71,100,
140608,note_off,,,,,64,0,7,,,,,0,,74,100,
140608,note_off,,,,,64,0,8,,,,,1,,71,100,
140640,note_on,,,,,32,0,7,,,,,0,,71,100,
140640,note_on,,,,,32,0,8,,,,,1,,65,100,
140704,note_off,,,,,64,0,7,,,,,0,,71,100,
140704,note_off,,,,,64,0,8,,,,,1,,65,100,
140736,note_on,,,,,32,0,8,,,,,1,,65,100,
140736,note_on,,,,,32,0,7,,,,,0,,71,100,
140800,note_off,,,,,256,0,9,,,,,2,,59,100,
140800,note_off,,,,,64,0,7,,,,,0,,71,100,
140800,note_off,,,,,64,0,8,,,,,1,,65,100,
140800,note_off,,,,,256,0,10,,,,,3,,59,100,
140832,note_on,,,,,32,0,7,,,,,0,,74,100,
140832,note_on,,,,,32,0,8,,,,,1,,71,100,
140896,note_off,,,,,64,0,7,,,,,0,,74,100,
140896,note_off,,,,,64,0,8,,,,,1,,71,100,
140928,note_on,,,,,128,0,9,,,,,2,,59,60,
140928,note_on,,,,,128,0,10,,,,,3,,59,60,
140928,note_on,,,,,32,0,7,,,,,0,,74,100,
140928,note_on,,,,,32,0,8,,,,,1,,71,100,
140992,note_off,,,,,64,0,8,,,,,1,,71,100,
140992,note_off,,,,,64,0,7,,,,,0,,74,100,
141024,note_on,,,,,32,0,7,,,,,0,,71,100,
141024,note_on,,,,,32,0,8,,,,,1,,65,100,
141088,note_off,,,,,64,0,7,,,,,0,,71,100,
141088,note_off,,,,,64,0,8,,,,,1,,65,100,
141120,note_on,,,,,32,0,7,,,,,0,,71,100,
141120,note_on,,,,,32,0,8,,,,,1,,65,100,
141184,note_off,,,,,64,0,7,,,,,0,,71,100,
141184,note_off,,,,,256,0,9,,,,,2,,59,100,
141184,note_off,,,,,256,0,10,,,,,3,,59,100,
141184,note_off,,,,,64,0,8,,,,,1,,65,100,
141216,note_on,,,,,32,0,8,,,,,1,,71,100,
141216,note_on,,,,,32,0,7,,,,,0,,74,100,
141280,note_off,,,,,64,0,8,,,,,1,,71,100,
141280,note_off,,,,,64,0,7,,,,,0,,74,100,
141312,note_on,,,,,128,0,10,,,,,3,,59,60,
141312,note_on,,,,,128,0,9,,,,,2,,59,60,
141312,note_on,,,,,32,0,8,,,,,1,,71,100,
141312,note_on,,,,,32,0,7,,,,,0,,74,100,
141376,note_off,,,,,64,0,8,,,,,1,,71,100,
141376,note_off,,,,,64,0,7,,,,,0,,74,100,
141408,note_on,,,,,32,0,8,,,,,1,,65,100,
141408,note_on,,,,,32,0,7,,,,,0,,71,100,
141472,note_off,,,,,64,0,7,,,,,0,,71,100,
141472,note_off,,,,,64,0,8,,,,,1,,65,100,
141504,note_on,,,,,32,0,7,,,,,0,,71,100,
141504,note_on,,,,,32,0,8,,,,,1,,65,100,
141568,note_off,,,,,64,0,7,,,,,0,,71,100,
141568,note_off,,,,,256,0,10,,,,,3,,59,100,
141568,note_off,,,,,64,0,8,,,,,1,,65,100,
141568,note_off,,,,,256,0,9,,,,,2,,59,100,
141600,note_on,,,,,32,0,7,,,,,0,,74,100,
141600,note_on,,,,,32,0,8,,,,,1,,71,100,
141664,note_off,,,,,64,0,7,,,,,0,,74,100,
141664,note_off,,,,,64,0,8,,,,,1,,71,100,
141696,note_on,,,,,32,0,7,,,,,0,,71,100,
141696,note_on,,,,,128,0,9,,,,,2,,64,60,
141696,note_on,,,,,32,0,8,,,,,1,,68,100,
141696,note_on,,,,,128,0,10,,,,,3,,64,60,
141760,note_off,,,,,64,0,7,,,,,0,,71,100,
141760,note_off,,,,,64,0,8,,,,,1,,68,100,
141792,note_on,,,,,32,0,7,,,,,0,,68,99,
141792,note_on,,,,,32,0,8,,,,,1,,64,99,
141856,note_off,,,,,64,0,7,,,,,0,,68,100,
141856,note_off,,,,,64,0,8,,,,,1,,64,100,
141888,note_on,,,,,32,0,7,,,,,0,,68,98,
141888,note_on,,,,,32,0,8,,,,,1,,64,98,
141952,note_off,,,,,64,0,8,,,,,1,,64,100,
141952,note_off,,,,,256,0,10,,,,,3,,64,100,
141952,note_off,,,,,256,0,9,,,,,2,,64,100,
141952,note_off,,,,,64,0,7,,,,,0,,68,100,
141984,note_on,,,,,32,0,7,,,,,0,,71,97,
141984,note_on,,,,,32,0,8,,,,,1,,68,97,
142048,note_off,,,,,64,0,7,,,,,0,,71,100,
142048,note_off,,,,,64,0,8,,,,,1,,68,100,
142080,note_on,,,,,128,0,10,,,,,3,,64,60,
142080,note_on,,,,,128,0,9,,,,,2,,64,60,
142080,note_on,,,,,32,0,7,,,,,0,,71,96,
142080,note_on,,,,,32,0,8,,,,,1,,68,96,
142144,note_off,,,,,64,0,7,,,,,0,,71,100,
142144,note_off,,,,,64,0,8,,,,,1,,68,100,
142176,note_on,,,,,32,0,7,,,,,0,,68,94,
142176,note_on,,,,,32,0,8,,,,,1,,64,94,
142240,note_off,,,,,64,0,7,,,,,0,,68,100,
142240,note_off,,,,,64,0,8,,,,,1,,64,100,
142272,note_on,,,,,32,0,8,,,,,1,,64,93,
142272,note_on,,,,,32,0,7,,,,,0,,68,93,
142336,note_off,,,,,64,0,8,,,,,1,,64,100,
142336,note_off,,,,,64,0,7,,,,,0,,68,100,
142336,note_off,,,,,256,0,9,,,,,2,,64,100,
142336,note_off,,,,,256,0,10,,,,,3,,64,100,
142368,note_on,,,,,32,0,8,,,,,1,,68,92,
142368,note_on,,,,,32,0,7,,,,,0,,71,92,
142432,note_off,,,,,64,0,7,,,,,0,,71,100,
142432,note_off,,,,,64,0,8,,,,,1,,68,100,
142464,note_on,,,,,32,0,7,,,,,0,,71,91,
142464,note_on,,,,,128,0,10,,,,,3,,64,60,
142464,note_on,,,,,128,0,9,,,,,2,,64,60,
142464,note_on,,,,,32,0,8,,,,,1,,68,91,
142528,note_off,,,,,64,0,8,,,,,1,,68,100,
142528,note_off,,,,,64,0,7,,,,,0,,71,100,
142560,note_on,,,,,32,0,7,,,,,0,,68,89,
142560,note_on,,,,,32,0,8,,,,,1,,64,89,
142624,note_off,,,,,64,0,7,,,,,0,,68,100,
142624,note_off,,,,,64,0,8,,,,,1,,64,100,
142656,note_on,,,,,32,0,7,,,,,0,,68,88,
142656,note_on,,,,,32,0,8,,,,,1,,64,88,
142720,note_off,,,,,256,0,10,,,,,3,,64,100,
142720,note_off,,,,,256,0,9,,,,,2,,64,100,
142720,note_off,,,,,64,0,8,,,,,1,,64,100,
142720,note_off,,,,,64,0,7,,,,,0,,68,100,
142752,note_on,,,,,32,0,7,,,,,0,,68,87,
142752,note_on,,,,,0,0,7,,,,,0,,71,87,
142816,note_off,,,,,0,0,7,,,,,0,,71,100,
142816,note_off,,,,,64,0,7,,,,,0,,68,100,
142848,note_on,,,,,128,0,10,,,,,3,,57,60,
142848,note_on,,,,,32,0,7,,,,,0,,72,86,
142848,note_on,,,,,128,0,9,,,,,2,,57,60,
142848,note_on,,,,,128,0,8,,,,,1,,69,86,
143040,note_off,,,,,192,0,7,,,,,0,,72,100,
143040,note_off,,,,,192,0,8,,,,,1,,69,100,
143104,note_off,,,,,256,0,9,,,,,2,,57,100,
143104,note_off,,,,,256,0,10,,,,,3,,57,100,
143136,note_on,,,,,96,0,7,,,,,0,,71,85,
143136,note_on,,,,,96,0,8,,,,,1,,68,85,
143200,note_off,,,,,64,0,7,,,,,0,,71,100,
143200,note_off,,,,,64,0,8,,,,,1,,68,100,
143232,note_on,,,,,32,0,8,,,,,1,,69,85,
143232,note_on,,,,,128,0,10,,,,,3,,57,60,
143232,note_on,,,,,32,0,7,,,,,0,,72,85,
143232,note_on,,,,,128,0,9,,,,,2,,57,60,
143424,note_off,,,,,192,0,8,,,,,1,,69,100,
143424,note_off,,,,,192,0,7,,,,,0,,72,100,
143488,note_off,,,,,256,0,9,,,,,2,,57,100,
143488,note_off,,,,,256,0,10,,,,,3,,57,100,
143520,note_on,,,,,96,0,7,,,,,0,,74,85,
143520,note_on,,,,,96,0,8,,,,,1,,71,85,
143584,note_off,,,,,64,0,8,,,,,1,,71,100,
143584,note_off,,,,,64,0,7,,,,,0,,74,100,
143616,note_on,,,,,128,0,9,,,,,2,,57,60,
143616,note_on,,,,,32,0,7,,,,,0,,76,85,
143616,note_on,,,,,128,0,10,,,,,3,,57,60,
143616,note_on,,,,,32,0,8,,,,,1,,72,85,
143808,note_off,,,,,192,0,8,,,,,1,,72,100,
143808,note_off,,,,,192,0,7,,,,,0,,76,100,
143872,note_off,,,,,256,0,10,,,,,3,,57,100,
143872,note_off,,,,,256,0,9,,,,,2,,57,100,
143904,note_on,,,,,96,0,7,,,,,0,,77,85,
143904,note_on,,,,,96,0,8,,,,,1,,74,85,
143968,note_off,,,,,64,0,7,,,,,0,,77,100,
143968,note_off,,,,,64,0,8,,,,,1,,74,100,
144000,note_on,,,,,32,0,8,,,,,1,,72,85,
144000,note_on,,,,,128,0,10,,,,,3,,57,60,
144000,note_on,,,,,128,0,9,,,,,2,,57,60,
144000,note_on,,,,,32,0,7,,,,,0,,76,85,
144256,note_off,,,,,256,0,9,,,,,2,,57,100,
144256,note_off,,,,,256,0,10,,,,,3,,57,100,
144384,note_on,,,,,128,0,9,,,,,2,,57,60,
144384,note_off,,,,,384,0,7,,,,,0,,76,100,
144384,note_off,,,,,384,0,8,,,,,1,,72,100,
144384,note_on,,,,,128,0,10,,,,,3,,57,60,
144576,note_on,,,,,192,0,7,,,,,0,,74,85,
144576,note_on,,,,,192,0,8,,,,,1,,71,85,
144640,note_off,,,,,256,0,9,,,,,2,,57,100,
144640,note_off,,,,,256,0,10,,,,,3,,57,100,
144704,note_off,,,,,128,0,7,,,,,0,,74,100,
144704,note_off,,,,,128,0,8,,,,,1,,71,100,
144768,note_on,,,,,128,0,10,,,,,3,,57,60,
144768,note_on,,,,,64,0,8,,,,,1,,69,85,
144768,note_on,,,,,64,0,7,,,,,0,,72,85,
144768,note_on,,,,,128,0,9,,,,,2,,57,60,
144896,note_off,,,,,128,0,8,,,,,1,,69,100,
144896,note_off,,,,,128,0,7,,,,,0,,72,100,
144960,note_on,,,,,64,0,7,,,,,0,,71,85,
144960,note_on,,,,,64,0,8,,,,,1,,68,85,
145024,note_off,,,,,256,0,9,,,,,2,,57,100,
145024,note_off,,,,,256,0,10,,,,,3,,57,100,
145088,note_off,,,,,128,0,7,,,,,0,,71,100,
145088,note_off,,,,,128,0,8,,,,,1,,68,100,
145152,note_on,,,,,128,0,9,,,,,2,,62,60,
145152,note_on,,,,,128,0,10,,,,,3,,62,60,
145152,note_on,,,,,64,0,7,,,,,0,,72,85,
145152,note_on,,,,,64,0,8,,,,,1,,69,85,
145280,note_off,,,,,128,0,7,,,,,0,,72,100,
145280,note_off,,,,,128,0,8,,,,,1,,69,100,
145344,note_on,,,,,64,0,7,,,,,0,,74,85,
145344,note_on,,,,,64,0,8,,,,,1,,71,85,
145408,note_off,,,,,256,0,9,,,,,2,,62,100,
145408,note_off,,,,,256,0,10,,,,,3,,62,100,
145472,note_off,,,,,128,0,8,,,,,1,,71,100,
145472,note_off,,,,,128,0,7,,,,,0,,74,100,
145536,note_on,,,,,64,0,7,,,,,0,,71,85,
145536,note_on,,,,,128,0,9,,,,,2,,64,60,
145536,note_on,,,,,128,0,10,,,,,3,,64,60,
145536,note_on,,,,,64,0,8,,,,,1,,68,85,
145580,note_off,,,,,44,0,8,,,,,1,,68,100,
145584,note_on,,,,,4,0,8,,,,,1,,69,85,
145628,note_off,,,,,44,0,8,,,,,1,,69,100,
145628,note_off,,,,,92,0,7,,,,,0,,71,100,
145632,note_on,,,,,4,0,8,,,,,1,,68,85,
145632,note_on,,,,,4,0,7,,,,,0,,72,85,
145676,note_off,,,,,44,0,8,,,,,1,,68,100,
145680,note_on,,,,,4,0,8,,,,,1,,69,85,
145724,note_off,,,,,92,0,7,,,,,0,,72,100,
145724,note_off,,,,,44,0,8,,,,,1,,69,100,
145728,note_on,,,,,4,0,8,,,,,1,,68,85,
145728,note_on,,,,,4,0,7,,,,,0,,71,85,
145772,note_off,,,,,44,0,7,,,,,0,,71,100,
145772,note_off,,,,,44,0,8,,,,,1,,68,100,
145776,note_on,,,,,4,0,8,,,,,1,,69,85,
145776,note_on,,,,,4,0,7,,,,,0,,72,85,
145792,note_off,,,,,256,0,9,,,,,2,,64,100,
145792,note_off,,,,,256,0,10,,,,,3,,64,100,
145820,note_off,,,,,44,0,7,,,,,0,,72,100,
145820,note_off,,,,,44,0,8,,,,,1,,69,100,
145824,note_on,,,,,4,0,8,,,,,1,,68,85,
145824,note_on,,,,,4,0,7,,,,,0,,71,85,
145868,note_off,,,,,44,0,8,,,,,1,,68,100,
145868,note_off,,,,,44,0,7,,,,,0,,71,100,
145872,note_on,,,,,4,0,8,,,,,1,,69,85,
145872,note_on,,,,,4,0,7,,,,,0,,72,85,
145916,note_off,,,,,44,0,8,,,,,1,,69,100,
145916,note_off,,,,,44,0,7,,,,,0,,72,100,
145920,note_on,,,,,128,0,10,,,,,3,,64,60,
145920,note_on,,,,,128,0,9,,,,,2,,64,60,
145920,note_on,,,,,4,0,8,,,,,1,,68,85,
145920,note_on,,,,,4,0,7,,,,,0,,71,85,
146048,note_off,,,,,128,0,8,,,,,1,,68,100,
146048,note_off,,,,,128,0,7,,,,,0,,71,100,
146112,note_on,,,,,64,0,7,,,,,0,,69,85,
146112,note_on,,,,,64,0,8,,,,,1,,69,85,
146176,note_off,,,,,256,0,10,,,,,3,,64,100,
146176,note_off,,,,,256,0,9,,,,,2,,64,100,
146240,note_off,,,,,128,0,7,,,,,0,,69,99,
146240,note_off,,,,,128,0,8,,,,,1,,69,99,
146304,note_on,,,,,64,0,7,,,,,0,,69,85,
146304,note_on,,,,,128,0,9,,,,,2,,57,60,
146304,note_on,,,,,11264,0,13,,,,,6,,60,100,
146304,note_on,,,,,128,0,10,,,,,3,,57,60,
146304,note_on,,,,,0,0,13,,,,,6,,64,100,
146304,note_on,,,,,11264,0,11,,,,,4,,45,100,
146304,note_on,,,,,64,0,8,,,,,1,,69,85,
146304,note_on,,,,,11264,0,14,,,,,6,,45,100,
146304,note_on,,,,,11264,0,12,,,,,5,,33,100,
146432,note_off,,,,,128,0,9,,,,,2,,57,100,
146496,note_on,,,,,64,0,9,,,,,2,,76,100,
146560,note_off,,,,,256,0,14,,,,,6,,45,100,
146560,note_off,,,,,256,0,8,,,,,1,,69,100,
146560,note_off,,,,,256,0,7,,,,,0,,69,100,
146560,note_off,,,,,256,0,13,,,,,6,,60,100,
146560,note_off,,,,,0,0,13,,,,,6,,64,100,
146560,note_off,,,,,256,0,10,,,,,3,,57,100,
146560,note_off,,,,,256,0,11,,,,,4,,45,100,
146560,note_off,,,,,256,0,12,,,,,5,,33,100,
146624,note_off,,,,,128,0,9,,,,,2,,76,100,
146688,note_on,,,,,64,0,9,,,,,2,,81,100,
146816,note_off,,,,,128,0,9,,,,,2,,81,100,
146880,note_on,,,,,64,0,9,,,,,2,,76,100,
147008,note_off,,,,,128,0,9,,,,,2,,76,100,
147072,note_on,,,,,512,0,11,,,,,4,,44,100,
147072,note_on,,,,,64,0,9,,,,,2,,83,100,
147072,note_on,,,,,512,0,10,,,,,3,,64,100,
147072,note_on,,,,,512,0,12,,,,,5,,32,100,
147072,note_on,,,,,512,0,13,,,,,6,,64,100,
147072,note_on,,,,,512,0,14,,,,,6,,44,100,
147072,note_on,,,,,0,0,13,,,,,6,,62,100,
147200,note_off,,,,,128,0,9,,,,,2,,83,100,
147264,note_on,,,,,64,0,9,,,,,2,,76,100,
147328,note_off,,,,,256,0,10,,,,,3,,64,100,
147328,note_off,,,,,256,0,11,,,,,4,,44,100,
147328,note_off,,,,,256,0,12,,,,,5,,32,100,
147328,note_off,,,,,256,0,14,,,,,6,,44,100,
