tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,program,channel,control,value,note,velocity
260960,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
260960,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
260960,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
261100,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
261100,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
261100,note_off,140,0,1,,,,,,,,,,,,,,0,,,69,64
261100,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
261120,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
261120,note_on,0,0,3,,,,,,,,,,,,,,2,,,70,90
261120,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
261120,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
261120,note_off,240,0,3,,,,,,,,,,,,,,2,,,69,64
261120,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
261260,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
261260,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
261260,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
261280,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
261280,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
261280,note_on,20,0,1,,,,,,,,,,,,,,0,,,58,90
261280,note_on,0,0,2,,,,,,,,,,,,,,1,,,45,90
261280,note_off,160,0,2,,,,,,,,,,,,,,1,,,43,64
261420,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
261420,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
261420,note_off,140,0,1,,,,,,,,,,,,,,0,,,58,64
261440,note_on,0,0,2,,,,,,,,,,,,,,1,,,46,90
261440,note_off,160,0,2,,,,,,,,,,,,,,1,,,45,64
261440,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
261440,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
261440,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
261580,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
261580,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
261580,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
261600,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
261600,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
261600,note_off,160,0,2,,,,,,,,,,,,,,1,,,46,64
261600,note_on,0,0,2,,,,,,,,,,,,,,1,,,48,90
261600,note_on,20,0,1,,,,,,,,,,,,,,0,,,58,90
261740,note_off,140,0,1,,,,,,,,,,,,,,0,,,58,64
261740,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
261740,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
261760,note_off,160,0,2,,,,,,,,,,,,,,1,,,48,64
261760,note_on,0,0,2,,,,,,,,,,,,,,1,,,50,90
261760,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
261760,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
261760,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
261778,set_tempo,1969,1,0,,,,,,,379746,,,,,,,,,,,
261900,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
261900,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
261900,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
261920,note_off,160,0,2,,,,,,,,,,,,,,1,,,50,64
261920,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
261920,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
261920,note_on,0,0,2,,,,,,,,,,,,,,1,,,51,90
261920,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
262060,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
262060,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
262060,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
262080,note_on,20,0,1,,,,,,,,,,,,,,0,,,58,90
262080,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
262080,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
262080,note_on,0,0,2,,,,,,,,,,,,,,1,,,50,90
262080,note_off,160,0,2,,,,,,,,,,,,,,1,,,51,64
262080,note_off,960,0,3,,,,,,,,,,,,,,2,,,70,64
262220,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
262220,note_off,140,0,1,,,,,,,,,,,,,,0,,,58,64
262220,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
262240,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
262240,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
262240,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
262310,note_off,230,0,2,,,,,,,,,,,,,,1,,,50,64
262380,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
262380,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
262380,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
262400,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
262400,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
262400,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
262540,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
262540,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
262540,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
262560,note_on,20,0,1,,,,,,,,,,,,,,0,,,58,90
262560,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
262560,note_on,250,0,2,,,,,,,,,,,,,,1,,,46,90
262560,note_on,480,0,3,,,,,,,,,,,,,,2,,,70,90
262560,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
262700,note_off,140,0,1,,,,,,,,,,,,,,0,,,58,64
262700,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
262700,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
262720,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
262720,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
262720,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
262790,note_off,230,0,2,,,,,,,,,,,,,,1,,,46,64
262860,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
262860,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
262860,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
262880,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
262880,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
262880,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
263020,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
263020,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
263020,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
263040,note_on,0,0,3,,,,,,,,,,,,,,2,,,70,90
263040,note_off,480,0,3,,,,,,,,,,,,,,2,,,70,64
263040,note_on,250,0,2,,,,,,,,,,,,,,1,,,43,90
263043,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
263043,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
263043,note_on,23,0,1,,,,,,,,,,,,,,0,,,70,90
263180,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
263183,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
263183,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
263183,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
263200,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
263203,note_on,20,0,1,,,,,,,,,,,,,,0,,,58,90
263203,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
263203,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
263340,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
263343,note_off,140,0,1,,,,,,,,,,,,,,0,,,58,64
263343,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
263343,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
263360,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
263363,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
263363,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
263363,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
263500,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
263503,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
263503,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
263503,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
263520,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
263523,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
263523,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
263523,note_on,20,0,1,,,,,,,,,,,,,,0,,,58,90
263660,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
263663,note_off,140,0,1,,,,,,,,,,,,,,0,,,58,64
263663,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
263663,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
263680,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
263683,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
263683,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
263683,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
263820,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
263823,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
263823,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
263823,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
263840,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
263843,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
263843,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
263843,note_on,0,0,1,,,,,,,,,,,,,,0,,,58,90
263980,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
263983,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
263983,note_off,0,0,1,,,,,,,,,,,,,,0,,,58,64
263983,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
264000,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
264000,note_off,960,0,3,,,,,,,,,,,,,,2,,,70,64
264000,note_on,0,0,3,,,,,,,,,,,,,,2,,,72,90
264003,note_on,0,0,1,,,,,,,,,,,,,,0,,,69,90
264003,note_on,0,0,1,,,,,,,,,,,,,,0,,,72,90
264003,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
264055,set_tempo,2277,1,0,,,,,,,375000,,,,,,,,,,,
264140,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
264143,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
264143,note_off,0,0,1,,,,,,,,,,,,,,0,,,72,64
264143,note_off,0,0,1,,,,,,,,,,,,,,0,,,69,64
264160,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
264163,note_on,20,0,1,,,,,,,,,,,,,,0,,,72,90
264163,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
264163,note_on,0,0,1,,,,,,,,,,,,,,0,,,69,90
264300,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
264303,note_off,140,0,1,,,,,,,,,,,,,,0,,,72,64
264303,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
264303,note_off,0,0,1,,,,,,,,,,,,,,0,,,69,64
264320,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
264323,note_on,20,0,1,,,,,,,,,,,,,,0,,,72,90
264323,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
264323,note_on,0,0,1,,,,,,,,,,,,,,0,,,69,90
264460,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
264463,note_off,140,0,1,,,,,,,,,,,,,,0,,,72,64
264463,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
264463,note_off,0,0,1,,,,,,,,,,,,,,0,,,69,64
264480,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
264483,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
264483,note_on,0,0,1,,,,,,,,,,,,,,0,,,72,90
264483,note_on,0,0,1,,,,,,,,,,,,,,0,,,69,90
264620,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
264623,note_off,0,0,1,,,,,,,,,,,,,,0,,,69,64
264623,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
264623,note_off,0,0,1,,,,,,,,,,,,,,0,,,72,64
264640,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
264643,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
264643,note_on,0,0,1,,,,,,,,,,,,,,0,,,69,90
264643,note_on,20,0,1,,,,,,,,,,,,,,0,,,72,90
264780,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
264783,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
264783,note_off,0,0,1,,,,,,,,,,,,,,0,,,69,64
264783,note_off,140,0,1,,,,,,,,,,,,,,0,,,72,64
264800,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
264803,note_on,20,0,1,,,,,,,,,,,,,,0,,,72,90
264803,note_on,0,0,1,,,,,,,,,,,,,,0,,,69,90
264803,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
264940,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
264943,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
264943,note_off,140,0,1,,,,,,,,,,,,,,0,,,72,64
264943,note_off,0,0,1,,,,,,,,,,,,,,0,,,69,64
264957,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
264957,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
264957,note_on,14,0,1,,,,,,,,,,,,,,0,,,74,90
264960,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
264960,note_off,960,0,3,,,,,,,,,,,,,,2,,,72,64
264960,note_on,0,0,3,,,,,,,,,,,,,,2,,,75,90
265097,note_off,140,0,1,,,,,,,,,,,,,,0,,,74,64
265097,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
265097,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
265117,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
265117,note_on,0,0,1,,,,,,,,,,,,,,0,,,74,90
265117,note_on,20,0,1,,,,,,,,,,,,,,0,,,62,90
265120,note_on,0,0,2,,,,,,,,,,,,,,1,,,45,90
265120,note_off,160,0,2,,,,,,,,,,,,,,1,,,43,64
265257,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
265257,note_off,0,0,1,,,,,,,,,,,,,,0,,,74,64
265257,note_off,140,0,1,,,,,,,,,,,,,,0,,,62,64
265277,note_on,20,0,1,,,,,,,,,,,,,,0,,,74,90
265277,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
265277,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
265280,note_off,160,0,2,,,,,,,,,,,,,,1,,,45,64
265280,note_on,0,0,2,,,,,,,,,,,,,,1,,,46,90
265417,note_off,140,0,1,,,,,,,,,,,,,,0,,,74,64
265417,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
265417,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
265437,note_on,0,0,1,,,,,,,,,,,,,,0,,,74,90
265437,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
265437,note_on,20,0,1,,,,,,,,,,,,,,0,,,62,90
265440,note_off,160,0,2,,,,,,,,,,,,,,1,,,46,64
265440,note_off,480,0,3,,,,,,,,,,,,,,2,,,75,64
265440,note_on,0,0,3,,,,,,,,,,,,,,2,,,74,90
265440,note_on,0,0,2,,,,,,,,,,,,,,1,,,48,90
265577,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
265577,note_off,0,0,1,,,,,,,,,,,,,,0,,,74,64
265577,note_off,140,0,1,,,,,,,,,,,,,,0,,,62,64
265597,note_on,20,0,1,,,,,,,,,,,,,,0,,,74,90
265597,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
265597,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
265600,note_off,160,0,2,,,,,,,,,,,,,,1,,,48,64
265600,note_on,0,0,2,,,,,,,,,,,,,,1,,,50,90
265737,note_off,140,0,1,,,,,,,,,,,,,,0,,,74,64
265737,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
265737,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
265757,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
265757,note_on,20,0,1,,,,,,,,,,,,,,0,,,74,90
265757,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
265760,note_on,0,0,2,,,,,,,,,,,,,,1,,,51,90
265760,note_off,160,0,2,,,,,,,,,,,,,,1,,,50,64
265897,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
265897,note_off,140,0,1,,,,,,,,,,,,,,0,,,74,64
265897,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
265917,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
265917,note_on,20,0,1,,,,,,,,,,,,,,0,,,62,90
265917,note_on,0,0,1,,,,,,,,,,,,,,0,,,74,90
265920,note_off,480,0,3,,,,,,,,,,,,,,2,,,74,64
265920,note_on,0,0,2,,,,,,,,,,,,,,1,,,50,90
265920,note_off,160,0,2,,,,,,,,,,,,,,1,,,51,64
266057,note_off,140,0,1,,,,,,,,,,,,,,0,,,62,64
266057,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
266057,note_off,0,0,1,,,,,,,,,,,,,,0,,,74,64
266077,note_on,20,0,1,,,,,,,,,,,,,,0,,,74,90
266077,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
266077,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
266150,note_off,230,0,2,,,,,,,,,,,,,,1,,,50,64
266217,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
266217,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
266217,note_off,140,0,1,,,,,,,,,,,,,,0,,,74,64
266237,note_on,20,0,1,,,,,,,,,,,,,,0,,,74,90
266237,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
266237,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
266377,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
266377,note_off,140,0,1,,,,,,,,,,,,,,0,,,74,64
266377,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
266397,note_on,0,0,1,,,,,,,,,,,,,,0,,,74,90
266397,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
266397,note_on,20,0,1,,,,,,,,,,,,,,0,,,62,90
266400,note_on,480,0,3,,,,,,,,,,,,,,2,,,74,90
266400,note_on,250,0,2,,,,,,,,,,,,,,1,,,46,90
266537,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
266537,note_off,0,0,1,,,,,,,,,,,,,,0,,,74,64
266537,note_off,140,0,1,,,,,,,,,,,,,,0,,,62,64
266557,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
266557,note_on,20,0,1,,,,,,,,,,,,,,0,,,74,90
266557,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
266630,note_off,230,0,2,,,,,,,,,,,,,,1,,,46,64
266697,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
266697,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
266697,note_off,140,0,1,,,,,,,,,,,,,,0,,,74,64
266717,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
266717,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
266717,note_on,20,0,1,,,,,,,,,,,,,,0,,,74,90
266857,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
266857,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
266857,note_off,140,0,1,,,,,,,,,,,,,,0,,,74,64
266880,note_on,23,0,1,,,,,,,,,,,,,,0,,,67,90
266880,note_on,0,0,3,,,,,,,,,,,,,,2,,,74,90
266880,note_off,480,0,3,,,,,,,,,,,,,,2,,,74,64
266880,note_on,250,0,2,,,,,,,,,,,,,,1,,,43,90
266882,note_on,0,0,1,,,,,,,,,,,,,,0,,,71,90
266882,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
266882,note_on,2,0,1,,,,,,,,,,,,,,0,,,74,90
267020,note_off,138,0,1,,,,,,,,,,,,,,0,,,67,64
267020,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
267022,note_off,0,0,1,,,,,,,,,,,,,,0,,,71,64
267022,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
267022,note_off,2,0,1,,,,,,,,,,,,,,0,,,74,64
267040,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
267040,note_on,18,0,1,,,,,,,,,,,,,,0,,,67,90
267042,note_on,0,0,1,,,,,,,,,,,,,,0,,,71,90
267042,note_on,2,0,1,,,,,,,,,,,,,,0,,,65,90
267042,note_on,0,0,1,,,,,,,,,,,,,,0,,,74,90
267180,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
267180,note_off,138,0,1,,,,,,,,,,,,,,0,,,67,64
267182,note_off,0,0,1,,,,,,,,,,,,,,0,,,71,64
267182,note_off,0,0,1,,,,,,,,,,,,,,0,,,74,64
267182,note_off,2,0,1,,,,,,,,,,,,,,0,,,65,64
267200,note_on,18,0,1,,,,,,,,,,,,,,0,,,67,90
267200,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
267202,note_on,0,0,1,,,,,,,,,,,,,,0,,,71,90
267202,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
267202,note_on,2,0,1,,,,,,,,,,,,,,0,,,74,90
267340,note_off,138,0,1,,,,,,,,,,,,,,0,,,67,64
267340,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
267342,note_off,0,0,1,,,,,,,,,,,,,,0,,,71,64
267342,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
267342,note_off,2,0,1,,,,,,,,,,,,,,0,,,74,64
267360,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
267360,note_on,18,0,1,,,,,,,,,,,,,,0,,,67,90
267362,note_on,0,0,1,,,,,,,,,,,,,,0,,,74,90
267362,note_on,2,0,1,,,,,,,,,,,,,,0,,,65,90
267362,note_on,0,0,1,,,,,,,,,,,,,,0,,,71,90
267500,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
267500,note_off,138,0,1,,,,,,,,,,,,,,0,,,67,64
267502,note_off,0,0,1,,,,,,,,,,,,,,0,,,71,64
267502,note_off,2,0,1,,,,,,,,,,,,,,0,,,65,64
267502,note_off,0,0,1,,,,,,,,,,,,,,0,,,74,64
267520,note_on,18,0,1,,,,,,,,,,,,,,0,,,67,90
267520,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
267522,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
267522,note_on,0,0,1,,,,,,,,,,,,,,0,,,71,90
267522,note_on,2,0,1,,,,,,,,,,,,,,0,,,74,90
267660,note_off,138,0,1,,,,,,,,,,,,,,0,,,67,64
267660,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
267662,note_off,2,0,1,,,,,,,,,,,,,,0,,,74,64
267662,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
267662,note_off,0,0,1,,,,,,,,,,,,,,0,,,71,64
267680,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
267680,note_on,18,0,1,,,,,,,,,,,,,,0,,,67,90
267682,note_on,2,0,1,,,,,,,,,,,,,,0,,,74,90
267682,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
267682,note_on,0,0,1,,,,,,,,,,,,,,0,,,71,90
267820,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
267820,note_off,138,0,1,,,,,,,,,,,,,,0,,,67,64
267822,note_off,2,0,1,,,,,,,,,,,,,,0,,,74,64
267822,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
267822,note_off,0,0,1,,,,,,,,,,,,,,0,,,71,64
267840,note_off,960,0,3,,,,,,,,,,,,,,2,,,74,64
267840,note_on,0,0,3,,,,,,,,,,,,,,2,,,79,90
267840,note_on,18,0,1,,,,,,,,,,,,,,0,,,67,90
267840,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
267842,note_on,2,0,1,,,,,,,,,,,,,,0,,,65,90
267842,note_on,0,0,1,,,,,,,,,,,,,,0,,,71,90
267842,note_on,0,0,1,,,,,,,,,,,,,,0,,,74,90
267980,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
267980,note_off,138,0,1,,,,,,,,,,,,,,0,,,67,64
267982,note_off,2,0,1,,,,,,,,,,,,,,0,,,65,64
267982,note_off,0,0,1,,,,,,,,,,,,,,0,,,74,64
267982,note_off,0,0,1,,,,,,,,,,,,,,0,,,71,64
268000,note_on,18,0,1,,,,,,,,,,,,,,0,,,67,90
268000,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
268002,note_on,2,0,1,,,,,,,,,,,,,,0,,,74,90
268002,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
268002,note_on,0,0,1,,,,,,,,,,,,,,0,,,71,90
268140,note_off,138,0,1,,,,,,,,,,,,,,0,,,67,64
268140,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
268142,note_off,0,0,1,,,,,,,,,,,,,,0,,,71,64
268142,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
268142,note_off,2,0,1,,,,,,,,,,,,,,0,,,74,64
268160,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
268160,note_on,18,0,1,,,,,,,,,,,,,,0,,,67,90
268162,note_on,2,0,1,,,,,,,,,,,,,,0,,,74,90
268162,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
268162,note_on,0,0,1,,,,,,,,,,,,,,0,,,71,90
268300,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
268300,note_off,138,0,1,,,,,,,,,,,,,,0,,,67,64
268302,note_off,2,0,1,,,,,,,,,,,,,,0,,,74,64
268302,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
268302,note_off,0,0,1,,,,,,,,,,,,,,0,,,71,64
268320,note_on,18,0,1,,,,,,,,,,,,,,0,,,67,90
268320,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
268322,note_on,2,0,1,,,,,,,,,,,,,,0,,,65,90
268322,note_on,0,0,1,,,,,,,,,,,,,,0,,,74,90
268322,note_on,0,0,1,,,,,,,,,,,,,,0,,,71,90
268460,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
268460,note_off,138,0,1,,,,,,,,,,,,,,0,,,67,64
268462,note_off,2,0,1,,,,,,,,,,,,,,0,,,65,64
268462,note_off,0,0,1,,,,,,,,,,,,,,0,,,74,64
268462,note_off,0,0,1,,,,,,,,,,,,,,0,,,71,64
268480,note_on,18,0,1,,,,,,,,,,,,,,0,,,67,90
268480,note_on,20,0,2,,,,,,,,,,,,,,1,,,43,90
268482,note_on,2,0,1,,,,,,,,,,,,,,0,,,74,90
268482,note_on,0,0,1,,,,,,,,,,,,,,0,,,71,90
268482,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
268560,note_on,0,0,3,,,,,,,,,,,,,,2,,,74,90
268560,note_off,720,0,3,,,,,,,,,,,,,,2,,,79,64
268620,note_off,140,0,2,,,,,,,,,,,,,,1,,,43,64
268620,note_off,138,0,1,,,,,,,,,,,,,,0,,,67,64
268622,note_off,2,0,1,,,,,,,,,,,,,,0,,,74,64
