tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
43847,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,67,0
43847,note_on,12,0,2,,,,,,,,,,,,,,,,0,,,79,0
43850,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,65,67
43853,control_change,3,0,1,,,,,,,,,,,,,,,,0,64,127,,
43857,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,38,0
43876,note_on,19,0,1,,,,,,,,,,,,,,,,0,,,50,0
43889,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,83,0
43889,note_on,42,0,2,,,,,,,,,,,,,,,,0,,,71,0
43890,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,86,85
43890,note_on,1,0,2,,,,,,,,,,,,,,,,0,,,74,85
43898,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,65,56
43898,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,71,69
43904,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,67,0
43904,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,65,0
43941,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,74,0
43941,note_on,51,0,2,,,,,,,,,,,,,,,,0,,,86,0
43943,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,89,103
43943,note_on,2,0,2,,,,,,,,,,,,,,,,0,,,77,103
43951,note_on,47,0,1,,,,,,,,,,,,,,,,0,,,67,73
43951,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,77,74
43952,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,71,71
43980,note_on,28,0,1,,,,,,,,,,,,,,,,0,,,65,0
43991,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,71,0
43997,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,74,79
43997,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,77,0
43997,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,86,79
43997,note_on,54,0,2,,,,,,,,,,,,,,,,0,,,89,0
44004,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,67,0
44011,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,74,62
44048,note_on,51,0,2,,,,,,,,,,,,,,,,0,,,71,88
44048,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,83,88
44052,note_on,4,0,2,,,,,,,,,,,,,,,,0,,,86,0
44052,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,74,0
44061,note_on,50,0,1,,,,,,,,,,,,,,,,0,,,71,66
44062,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,77,0
44063,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,71,0
44064,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,74,0
44067,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,71,0
44099,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,83,0
44099,note_on,47,0,2,,,,,,,,,,,,,,,,0,,,71,0
44105,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,92
44105,note_on,6,0,2,,,,,,,,,,,,,,,,0,,,72,92
44111,note_on,44,0,1,,,,,,,,,,,,,,,,0,,,36,69
44112,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,48,83
44136,control_change,24,0,1,,,,,,,,,,,,,,,,0,64,0,,
44169,note_on,33,0,1,,,,,,,,,,,,,,,,0,,,69,73
44171,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,65,63
44174,control_change,3,0,1,,,,,,,,,,,,,,,,0,64,127,,
44178,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,36,0
44199,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,48,0
44225,note_on,26,0,1,,,,,,,,,,,,,,,,0,,,72,62
44263,note_on,38,0,1,,,,,,,,,,,,,,,,0,,,69,0
44276,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,77,54
44278,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,64
44330,note_on,52,0,1,,,,,,,,,,,,,,,,0,,,65,0
44336,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,72,57
44373,note_on,37,0,1,,,,,,,,,,,,,,,,0,,,72,0
44386,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,69,60
44386,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,77,0
44390,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,65,15
44390,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,69,0
44397,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,72,0
44402,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,69,0
44406,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,65,0
44436,note_on,30,0,1,,,,,,,,,,,,,,,,0,,,48,73
44437,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,36,62
44471,control_change,34,0,1,,,,,,,,,,,,,,,,0,64,0,,
44475,note_on,370,0,2,,,,,,,,,,,,,,,,0,,,67,79
44475,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,79,79
44476,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,72,0
44476,note_on,1,0,2,,,,,,,,,,,,,,,,0,,,84,0
44493,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,70,68
44493,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,64,58
44508,control_change,15,0,1,,,,,,,,,,,,,,,,0,64,127,,
44524,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,81,84
44524,note_on,48,0,2,,,,,,,,,,,,,,,,0,,,69,84
44525,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,48,0
44535,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,79,0
44535,note_on,11,0,2,,,,,,,,,,,,,,,,0,,,67,0
44548,note_on,23,0,1,,,,,,,,,,,,,,,,0,,,72,56
44552,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,36,0
44555,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,70,0
44571,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,81,0
44571,note_on,36,0,2,,,,,,,,,,,,,,,,0,,,69,0
44580,note_on,9,0,2,,,,,,,,,,,,,,,,0,,,70,94
44580,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,82,94
44602,note_on,47,0,1,,,,,,,,,,,,,,,,0,,,70,54
44605,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,64,41
44605,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,76,33
44620,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,64,0
44622,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,70,0
44622,note_on,42,0,2,,,,,,,,,,,,,,,,0,,,82,0
44625,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,96
44625,note_on,3,0,2,,,,,,,,,,,,,,,,0,,,72,96
44636,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,72,0
44639,note_on,14,0,2,,,,,,,,,,,,,,,,0,,,70,90
44639,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,82,90
44643,note_on,4,0,2,,,,,,,,,,,,,,,,0,,,84,0
44643,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,72,0
44662,note_on,19,0,2,,,,,,,,,,,,,,,,0,,,69,96
44662,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,81,96
44663,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,82,0
44663,note_on,1,0,2,,,,,,,,,,,,,,,,0,,,70,0
44664,note_on,28,0,1,,,,,,,,,,,,,,,,0,,,70,0
44665,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,72,49
44696,note_on,31,0,1,,,,,,,,,,,,,,,,0,,,64,0
44714,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,81,0
44714,note_on,51,0,2,,,,,,,,,,,,,,,,0,,,69,0
44716,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,70,62
44717,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,79,80
44717,note_on,3,0,2,,,,,,,,,,,,,,,,0,,,67,80
44722,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,76,0
44734,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,72,0
44739,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,70,0
44769,note_on,30,0,1,,,,,,,,,,,,,,,,0,,,41,56
44769,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,29,63
44774,note_on,57,0,2,,,,,,,,,,,,,,,,0,,,79,0
44774,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,67,0
44775,note_on,1,0,2,,,,,,,,,,,,,,,,0,,,65,81
44775,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,77,81
44788,control_change,19,0,1,,,,,,,,,,,,,,,,0,64,0,,
44823,control_change,35,0,1,,,,,,,,,,,,,,,,0,64,127,,
44827,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,69,61
44828,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,65,52
44850,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,41,0
44857,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,29,0
44883,note_on,26,0,1,,,,,,,,,,,,,,,,0,,,65,61
44885,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,72,64
44903,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,69,0
44922,note_on,19,0,1,,,,,,,,,,,,,,,,0,,,65,0
44935,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,77,69
44935,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,69,74
44986,note_on,51,0,1,,,,,,,,,,,,,,,,0,,,65,0
44996,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,72,54
45040,note_on,44,0,1,,,,,,,,,,,,,,,,0,,,72,0
45047,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,77,0
45050,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,69,59
45053,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,65,36
45072,note_on,19,0,1,,,,,,,,,,,,,,,,0,,,69,0
45094,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,72,0
45099,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,29,53
45100,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,41,43
45110,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,69,0
45136,note_on,26,0,1,,,,,,,,,,,,,,,,0,,,65,0
45157,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,65,57
45159,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,51
45180,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,29,0
45187,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,41,0
45209,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,72,55
45226,note_on,451,0,2,,,,,,,,,,,,,,,,0,,,77,0
45226,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,65,0
45244,note_on,35,0,1,,,,,,,,,,,,,,,,0,,,65,0
45259,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,69,56
45259,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,77,27
45304,note_on,78,0,2,,,,,,,,,,,,,,,,0,,,65,92
45304,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,77,92
45310,note_on,51,0,1,,,,,,,,,,,,,,,,0,,,65,1
45313,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,69,0
45318,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,72,48
45338,note_on,34,0,2,,,,,,,,,,,,,,,,0,,,77,0
45338,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,65,0
45358,note_on,20,0,2,,,,,,,,,,,,,,,,0,,,65,81
45358,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,77,81
45360,note_on,42,0,1,,,,,,,,,,,,,,,,0,,,72,0
45370,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,69,60
45371,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,69,0
45373,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,77,0
45374,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,65,0
45374,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,72,0
45376,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,0
45409,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,102
45409,note_on,51,0,2,,,,,,,,,,,,,,,,0,,,77,0
45409,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,72,102
45409,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,65,0
45417,note_on,41,0,1,,,,,,,,,,,,,,,,0,,,29,66
45419,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,41,64
45470,control_change,51,0,1,,,,,,,,,,,,,,,,0,64,0,,
45477,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,69,74
45477,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,63,70
45496,note_on,19,0,1,,,,,,,,,,,,,,,,0,,,29,0
45499,control_change,3,0,1,,,,,,,,,,,,,,,,0,64,127,,
45509,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,41,0
45531,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,72,68
45537,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,63,0
45588,note_on,51,0,1,,,,,,,,,,,,,,,,0,,,72,61
45592,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,77,39
45611,note_on,19,0,1,,,,,,,,,,,,,,,,0,,,69,0
45614,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,72,0
45646,note_on,32,0,1,,,,,,,,,,,,,,,,0,,,72,60
45674,note_on,265,0,2,,,,,,,,,,,,,,,,0,,,84,0
45674,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,72,0
45693,note_on,19,0,2,,,,,,,,,,,,,,,,0,,,72,103
45693,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,103
45693,note_on,47,0,1,,,,,,,,,,,,,,,,0,,,72,0
45697,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,77,0
45698,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,69,68
45708,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,72,0
45711,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,69,0
45736,note_on,43,0,2,,,,,,,,,,,,,,,,0,,,84,0
45736,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,72,0
45748,note_on,37,0,1,,,,,,,,,,,,,,,,0,,,29,73
45749,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,41,82
45749,note_on,13,0,2,,,,,,,,,,,,,,,,0,,,72,101
45749,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,101
45804,note_on,55,0,1,,,,,,,,,,,,,,,,0,,,69,82
45805,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,63,77
45823,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,29,0
45834,note_on,85,0,2,,,,,,,,,,,,,,,,0,,,84,0
45834,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,72,0
45836,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,41,0
45842,note_on,8,0,2,,,,,,,,,,,,,,,,0,,,71,98
45842,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,83,98
45853,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,72,38
45859,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,69,0
45890,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,71,0
45890,note_on,48,0,2,,,,,,,,,,,,,,,,0,,,83,0
45902,note_on,12,0,2,,,,,,,,,,,,,,,,0,,,72,105
45902,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,105
45909,note_on,50,0,1,,,,,,,,,,,,,,,,0,,,69,80
45909,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,72,81
45910,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,77,66
45925,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,72,0
45925,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,63,0
45928,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,69,0
45969,note_on,41,0,1,,,,,,,,,,,,,,,,0,,,72,59
45987,note_on,85,0,2,,,,,,,,,,,,,,,,0,,,84,0
45987,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,72,0
46002,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,86,97
46002,note_on,15,0,2,,,,,,,,,,,,,,,,0,,,74,97
46016,note_on,47,0,1,,,,,,,,,,,,,,,,0,,,72,0
46018,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,77,0
46022,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,69,56
46028,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,72,0
46031,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,69,0
46064,note_on,62,0,2,,,,,,,,,,,,,,,,0,,,72,87
46064,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,87
46067,note_on,3,0,2,,,,,,,,,,,,,,,,0,,,86,0
46067,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,74,0
46074,note_on,43,0,1,,,,,,,,,,,,,,,,0,,,29,76
46075,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,41,74
46102,control_change,27,0,1,,,,,,,,,,,,,,,,0,64,0,,
46132,note_on,30,0,1,,,,,,,,,,,,,,,,0,,,62,69
46133,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,70,70
46142,control_change,9,0,1,,,,,,,,,,,,,,,,0,64,127,,
46151,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,0
46151,note_on,84,0,2,,,,,,,,,,,,,,,,0,,,72,0
46161,note_on,19,0,1,,,,,,,,,,,,,,,,0,,,41,0
46161,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,29,0
46168,note_on,17,0,2,,,,,,,,,,,,,,,,0,,,74,101
46168,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,86,101
46186,note_on,25,0,1,,,,,,,,,,,,,,,,0,,,74,57
46211,note_on,25,0,1,,,,,,,,,,,,,,,,0,,,62,0
46226,note_on,58,0,2,,,,,,,,,,,,,,,,0,,,86,0
46226,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,74,0
46227,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,82,96
46227,note_on,1,0,2,,,,,,,,,,,,,,,,0,,,70,96
46239,note_on,28,0,1,,,,,,,,,,,,,,,,0,,,62,74
46240,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,77,81
46292,note_on,52,0,1,,,,,,,,,,,,,,,,0,,,70,61
46318,note_on,26,0,1,,,,,,,,,,,,,,,,0,,,70,0
46348,note_on,30,0,1,,,,,,,,,,,,,,,,0,,,62,18
46354,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,74,0
46355,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,65,49
46361,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,62,0
46407,note_on,46,0,1,,,,,,,,,,,,,,,,0,,,41,69
46407,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,29,76
46415,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,77,0
46418,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,70,0
46419,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,62,0
46424,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,65,0
46461,note_on,37,0,1,,,,,,,,,,,,,,,,0,,,70,61
46462,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,62,55
46476,note_on,14,0,1,,,,,,,,,,,,,,,,0,,,41,0
46485,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,29,0
46519,note_on,34,0,1,,,,,,,,,,,,,,,,0,,,74,55
46533,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,70,0
46533,note_on,306,0,2,,,,,,,,,,,,,,,,0,,,82,0
46534,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,70,0
46559,note_on,26,0,2,,,,,,,,,,,,,,,,0,,,70,99
46559,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,82,99
46568,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,77,81
46568,note_on,34,0,1,,,,,,,,,,,,,,,,0,,,65,69
46569,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,62,66
46620,note_on,51,0,1,,,,,,,,,,,,,,,,0,,,62,0
46623,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,70,61
46633,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,74,0
46644,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,65,0
46680,note_on,36,0,1,,,,,,,,,,,,,,,,0,,,65,61
46685,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,77,0
46690,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,62,0
46693,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,70,0
46693,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,65,0
46701,note_on,142,0,2,,,,,,,,,,,,,,,,0,,,82,0
46701,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,70,0
46720,note_on,19,0,2,,,,,,,,,,,,,,,,0,,,72,101
46720,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,101
46735,note_on,42,0,1,,,,,,,,,,,,,,,,0,,,41,67
46736,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,48,72
46738,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,53,62
46774,control_change,36,0,1,,,,,,,,,,,,,,,,0,64,0,,
46792,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,65,69
46796,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,60,31
46806,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,41,0
46813,control_change,7,0,1,,,,,,,,,,,,,,,,0,64,127,,
46827,note_on,14,0,1,,,,,,,,,,,,,,,,0,,,48,0
46850,note_on,23,0,1,,,,,,,,,,,,,,,,0,,,69,39
46856,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,53,0
46899,note_on,43,0,1,,,,,,,,,,,,,,,,0,,,77,60
46956,note_on,57,0,1,,,,,,,,,,,,,,,,0,,,72,63
46985,note_on,265,0,2,,,,,,,,,,,,,,,,0,,,84,0
46985,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,72,0
47003,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,92
47003,note_on,18,0,2,,,,,,,,,,,,,,,,0,,,72,92
47009,note_on,53,0,1,,,,,,,,,,,,,,,,0,,,65,0
47010,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,60,0
47011,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,69,49
47015,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,69,0
47016,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,77,0
47018,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,72,0
47018,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,69,0
47032,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,72,0
47032,note_on,29,0,2,,,,,,,,,,,,,,,,0,,,84,0
47055,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,98
47055,note_on,23,0,2,,,,,,,,,,,,,,,,0,,,72,98
47064,note_on,46,0,1,,,,,,,,,,,,,,,,0,,,41,67
47065,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,53,78
47066,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,48,71
47110,note_on,55,0,2,,,,,,,,,,,,,,,,0,,,71,92
47110,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,83,92
47114,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,72,0
47114,note_on,4,0,2,,,,,,,,,,,,,,,,0,,,84,0
47119,note_on,53,0,1,,,,,,,,,,,,,,,,0,,,69,75
47120,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,63,72
47134,control_change,14,0,1,,,,,,,,,,,,,,,,0,64,0,,
47152,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,41,0
47159,note_on,45,0,2,,,,,,,,,,,,,,,,0,,,72,92
47159,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,92
47164,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,53,0
47165,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,83,0
47165,note_on,6,0,2,,,,,,,,,,,,,,,,0,,,71,0
47173,control_change,9,0,1,,,,,,,,,,,,,,,,0,64,127,,
47176,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,72,67
47178,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,63,38
47182,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,48,0
47183,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,0
47183,note_on,18,0,2,,,,,,,,,,,,,,,,0,,,72,0
47184,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,0
47221,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,87,97
47221,note_on,38,0,2,,,,,,,,,,,,,,,,0,,,75,97
47228,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,77,61
47228,note_on,44,0,1,,,,,,,,,,,,,,,,0,,,72,71
47254,note_on,26,0,1,,,,,,,,,,,,,,,,0,,,63,0
47277,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,86,98
47277,note_on,56,0,2,,,,,,,,,,,,,,,,0,,,74,98
47281,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,75,0
47281,note_on,4,0,2,,,,,,,,,,,,,,,,0,,,87,0
47284,note_on,30,0,1,,,,,,,,,,,,,,,,0,,,72,60
47299,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,72,0
47300,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,63,0
47309,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,72,0
47327,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,86,0
47327,note_on,46,0,2,,,,,,,,,,,,,,,,0,,,74,0
47328,note_on,1,0,2,,,,,,,,,,,,,,,,0,,,72,94
47328,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,84,94
47334,note_on,25,0,1,,,,,,,,,,,,,,,,0,,,77,0
47337,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,69,66
47345,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,72,0
47346,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,69,0
47382,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,72,0
47382,note_on,54,0,2,,,,,,,,,,,,,,,,0,,,84,0
47384,note_on,2,0,2,,,,,,,,,,,,,,,,0,,,70,97
47384,note_on,0,0,2,,,,,,,,,,,,,,,,0,,,82,97
47390,note_on,44,0,1,,,,,,,,,,,,,,,,0,,,55,79
47390,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,43,69
47429,control_change,39,0,1,,,,,,,,,,,,,,,,0,64,0,,
47447,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,62,48
47448,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,67,60
47463,control_change,15,0,1,,,,,,,,,,,,,,,,0,64,127,,
47470,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,55,0
47479,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,43,0
47501,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,70,67
47505,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,62,40
47521,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,62,0
47544,note_on,23,0,1,,,,,,,,,,,,,,,,0,,,67,0
47555,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,74,67
47555,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,62,54
